slug,use,scaled,hex minus,magnitude,binned
schutzenmatte,Obstanlage,0.0,0,0,0.0
sense_torishaus_g-cubes,Siedl,0.1058506190562864,5845672,618768,3.0
sense_torishaus_g-cubes,Wald,0.265020685389122,5845672,1549224,6.0
sense_torishaus_g-cubes,undefined,0.6216460656704652,5845672,3633939,13.0
sense_torishaus_g-cubes,infrastructure,0.0069220442063803,5845672,40464,1.0
sense_torishaus_g-cubes,Strasse,0.2861687640208172,0,60647,6.0
sense_torishaus_g-cubes,dist,0.0,0,0,0.0
sense_torishaus_g-cubes,length,0.3709407432206227,0,4447,8.0
sense_torishaus_g-cubes,Stadtzentr,0.0,0,0,0.0
sense_torishaus_g-cubes,Reben,0.0,0,0,0.0
sense_torishaus_g-cubes,Obstanlage,0.0,0,0,0.0
sense_torishaus_g-cubes,recreation,0.0,0,0,0.0
sihl_adliswil_oggi_fort,Siedl,0.7108055327086432,5845672,4155136,15.0
sihl_adliswil_oggi_fort,Wald,0.1350388800466396,5845672,789393,3.0
sihl_adliswil_oggi_fort,undefined,0.1541555872447171,5845672,901143,4.0
sihl_adliswil_oggi_fort,infrastructure,0.0416793826270102,5845672,243644,1.0
sihl_adliswil_oggi_fort,recreation,0.0078541868240298,5845672,45913,1.0
sihl_adliswil_oggi_fort,Strasse,0.6803394944877351,0,130403,14.0
sihl_adliswil_oggi_fort,dist,0.0,0,0,0.0
sihl_adliswil_oggi_fort,length,0.2686642115835286,0,3225,6.0
sihl_adliswil_oggi_fort,Stadtzentr,0.0,0,0,0.0
sihl_adliswil_oggi_fort,Reben,0.0,0,0,0.0
sihl_adliswil_oggi_fort,Obstanlage,0.0,0,0,0.0
sihl_leimbach_kruegerm,Siedl,0.5524444409470801,5845672,3229409,12.0
sihl_leimbach_kruegerm,Wald,0.2421192978326529,5845672,1415350,5.0
sihl_leimbach_kruegerm,undefined,0.2054362612202669,5845672,1200913,5.0
sihl_leimbach_kruegerm,infrastructure,0.0445163532952242,5845672,260228,1.0
sihl_leimbach_kruegerm,recreation,0.0037022261940115,5845672,21642,1.0
sihl_leimbach_kruegerm,Strasse,0.5529443009792675,0,107858,12.0
sihl_leimbach_kruegerm,dist,0.0,0,0,0.0
sihl_leimbach_kruegerm,length,0.2711750920656177,0,3255,6.0
sihl_leimbach_kruegerm,Stadtzentr,0.0,0,0,0.0
sihl_leimbach_kruegerm,Reben,0.0,0,0,0.0
sihl_leimbach_kruegerm,Obstanlage,0.0,0,0,0.0
sihl_menzingen_kucharska_magdalena,Obstanlage,0.0273296209571799,5845672,159760,1.0
sihl_menzingen_kucharska_magdalena,Siedl,1.5567072528188376e-05,5845672,91,1.0
sihl_menzingen_kucharska_magdalena,Wald,0.1568782853365703,5845672,917059,4.0
sihl_menzingen_kucharska_magdalena,undefined,0.7749694132684831,5845672,4530217,16.0
sihl_menzingen_kucharska_magdalena,recreation,0.017246947827384,5845672,100820,1.0
sihl_menzingen_kucharska_magdalena,Strasse,0.1473308884606908,0,36077,3.0
sihl_menzingen_kucharska_magdalena,dist,0.0,0,0,0.0
sihl_menzingen_kucharska_magdalena,length,0.3557917643120187,0,4266,8.0
sihl_menzingen_kucharska_magdalena,Stadtzentr,0.0,0,0,0.0
sihl_menzingen_kucharska_magdalena,Reben,0.0,0,0,0.0
sihl_menzingen_kucharska_magdalena,infrastructure,0.0,0,0,0.0
sihl_zuerich_eggerskoehlingera,Siedl,0.8860781104379445,5845672,5179722,18.0
sihl_zuerich_eggerskoehlingera,Stadtzentr,0.1138640690069507,5845672,665612,3.0
sihl_zuerich_eggerskoehlingera,undefined,5.782055510469968e-05,5845672,338,1.0
sihl_zuerich_eggerskoehlingera,infrastructure,0.1429529402265471,5845672,835656,3.0
sihl_zuerich_eggerskoehlingera,recreation,0.0078098805406803,5845672,45654,1.0
sihl_zuerich_eggerskoehlingera,Strasse,0.8228051240612763,0,155615,17.0
sihl_zuerich_eggerskoehlingera,dist,0.0,0,0,0.0
sihl_zuerich_eggerskoehlingera,length,0.48853364579846,0,5852,10.0
sihl_zuerich_eggerskoehlingera,Wald,0.0,0,0,0.0
sihl_zuerich_eggerskoehlingera,Reben,0.0,0,0,0.0
sihl_zuerich_eggerskoehlingera,Obstanlage,0.0,0,0,0.0
sihl_zuerich_eichenbergerd,Siedl,0.3663633539480149,5845672,2141640,8.0
sihl_zuerich_eichenbergerd,Wald,0.3703238909059557,5845672,2164792,8.0
sihl_zuerich_eichenbergerd,undefined,0.2533884898092127,5845672,1481226,6.0
sihl_zuerich_eichenbergerd,infrastructure,0.0532015822988357,5845672,310999,2.0
sihl_zuerich_eichenbergerd,recreation,0.000979014901965,5845672,5723,1.0
sihl_zuerich_eichenbergerd,Strasse,0.584786035972402,0,113493,12.0
sihl_zuerich_eichenbergerd,dist,0.0,0,0,0.0
sihl_zuerich_eichenbergerd,length,0.2687479075995982,0,3226,6.0
sihl_zuerich_eichenbergerd,Stadtzentr,0.0,0,0,0.0
sihl_zuerich_eichenbergerd,Reben,0.0,0,0,0.0
sihl_zuerich_eichenbergerd,Obstanlage,0.0,0,0,0.0
sihl_zurich_himmelhebern,Siedl,0.4316608937347151,5845672,2523348,9.0
sihl_zurich_himmelhebern,Wald,0.3031877258936183,5845672,1772336,7.0
sihl_zurich_himmelhebern,undefined,0.2651513803716664,5845672,1549988,6.0
sihl_zurich_himmelhebern,infrastructure,0.0548843657324598,5845672,320836,2.0
sihl_zurich_himmelhebern,recreation,0.0111675783382988,5845672,65282,1.0
sihl_zurich_himmelhebern,Strasse,0.6557702196429883,0,126055,14.0
sihl_zurich_himmelhebern,dist,0.0,0,0,0.0
sihl_zurich_himmelhebern,length,0.2597924338801473,0,3119,6.0
sihl_zurich_himmelhebern,Stadtzentr,0.0,0,0,0.0
sihl_zurich_himmelhebern,Reben,0.0,0,0,0.0
sihl_zurich_himmelhebern,Obstanlage,0.0,0,0,0.0
sitter_gaiserwald_buehlerf,Obstanlage,0.0785310910362401,5845672,459067,2.0
sitter_gaiserwald_buehlerf,Siedl,0.3218138137069613,5845672,1881218,7.0
sitter_gaiserwald_buehlerf,Wald,0.2220244310662657,5845672,1297882,5.0
sitter_gaiserwald_buehlerf,undefined,0.3517903501941265,5845672,2056451,8.0
sitter_gaiserwald_buehlerf,infrastructure,0.066858352641065,5845672,390832,2.0
sitter_gaiserwald_buehlerf,recreation,0.0060395109407438,5845672,35305,1.0
sitter_gaiserwald_buehlerf,Strasse,0.4949058874718171,0,97587,10.0
sitter_gaiserwald_buehlerf,dist,0.0,0,0,0.0
sitter_gaiserwald_buehlerf,length,0.5792601272179444,0,6936,12.0
sitter_gaiserwald_buehlerf,Stadtzentr,0.0,0,0,0.0
sitter_gaiserwald_buehlerf,Reben,0.0,0,0,0.0
sitter_stgallen_jennya,Siedl,0.5127419054644188,5845672,2997321,11.0
sitter_stgallen_jennya,Wald,0.0939135825615942,5845672,548988,2.0
sitter_stgallen_jennya,undefined,0.3779438873751384,5845672,2209336,8.0
sitter_stgallen_jennya,infrastructure,0.0326822989726416,5845672,191050,1.0
sitter_stgallen_jennya,recreation,0.038289866417411,5845672,223830,1.0
sitter_stgallen_jennya,Strasse,0.4903909724301996,0,96788,10.0
sitter_stgallen_jennya,dist,0.0,0,0,0.0
sitter_stgallen_jennya,length,0.5556578506863074,0,6654,12.0
sitter_stgallen_jennya,Stadtzentr,0.0,0,0,0.0
sitter_stgallen_jennya,Reben,0.0,0,0,0.0
sitter_stgallen_jennya,Obstanlage,0.0,0,0,0.0
sitter_stgallen_steinbrunnerf,Obstanlage,5.525455413851479e-05,5845672,323,1.0
sitter_stgallen_steinbrunnerf,Siedl,0.3847925439538859,5845672,2249371,8.0
sitter_stgallen_steinbrunnerf,Wald,0.37214147492367,5845672,2175417,8.0
sitter_stgallen_steinbrunnerf,undefined,0.2144143564674857,5845672,1253396,5.0
sitter_stgallen_steinbrunnerf,infrastructure,0.0709136605680236,5845672,414538,2.0
sitter_stgallen_steinbrunnerf,recreation,0.0045560202488268,5845672,26633,1.0
sitter_stgallen_steinbrunnerf,Strasse,0.4546332973571642,0,90460,10.0
sitter_stgallen_steinbrunnerf,dist,0.0,0,0,0.0
sitter_stgallen_steinbrunnerf,length,0.4828423167057248,0,5784,10.0
sitter_stgallen_steinbrunnerf,Stadtzentr,0.0,0,0,0.0
sitter_stgallen_steinbrunnerf,Reben,0.0,0,0,0.0
sorne_birse_wwfjura,Siedl,0.4490347730765598,5845672,2624910,9.0
sorne_birse_wwfjura,Wald,0.1446630943371437,5845672,845653,3.0
sorne_birse_wwfjura,undefined,0.4063021325862963,5845672,2375109,9.0
sorne_birse_wwfjura,infrastructure,0.0117974460421316,5845672,68964,1.0
sorne_birse_wwfjura,Strasse,0.3570455842548695,0,73190,8.0
sorne_birse_wwfjura,dist,0.0,0,0,0.0
sorne_birse_wwfjura,length,0.4682792099096083,0,5610,10.0
sorne_birse_wwfjura,Stadtzentr,0.0,0,0,0.0
sorne_birse_wwfjura,Reben,0.0,0,0,0.0
sorne_birse_wwfjura,Obstanlage,0.0,0,0,0.0
sorne_birse_wwfjura,recreation,0.0,0,0,0.0
spackmatt,Siedl,0.3934897476286729,5845672,2300212,8.0
spackmatt,Wald,0.2510435070595818,5845672,1467518,6.0
spackmatt,undefined,0.3554667453117451,5845672,2077942,8.0
spackmatt,infrastructure,0.0282853707837182,5845672,165347,1.0
spackmatt,recreation,0.0590364974292091,5845672,345108,2.0
spackmatt,Strasse,0.3984370143923512,0,80515,8.0
spackmatt,dist,0.0,0,0,0.0
spackmatt,length,0.6109809173083361,0,7315,13.0
spackmatt,Stadtzentr,0.0,0,0,0.0
spackmatt,Reben,0.0,0,0,0.0
spackmatt,Obstanlage,0.0,0,0,0.0
thunersee_spiez_meierd_1,Siedl,0.3202256162706034,2586161,828155,7.0
thunersee_spiez_meierd_1,Wald,0.2150426829574802,2586161,556135,5.0
thunersee_spiez_meierd_1,undefined,0.4647317007719164,2586161,1201871,10.0
thunersee_spiez_meierd_1,infrastructure,0.0031506159129304,2586161,8148,1.0
thunersee_spiez_meierd_1,Strasse,0.1355435132706858,0,33991,3.0
thunersee_spiez_meierd_1,dist,0.0,0,0,0.0
thunersee_spiez_meierd_1,Stadtzentr,0.0,0,0,0.0
thunersee_spiez_meierd_1,Reben,0.0,0,0,0.0
thunersee_spiez_meierd_1,Obstanlage,0.0,0,0,0.0
thunersee_spiez_meierd_1,recreation,0.0,0,0,0.0
thunersee_spiez_meierd_1,length,0.0,0,0,0.0
thur_schoenenberg_schaera,Obstanlage,0.1229199996168105,5845672,718550,3.0
thur_schoenenberg_schaera,Siedl,0.2695958651118297,5845672,1575969,6.0
thur_schoenenberg_schaera,Wald,0.1706479597213117,5845672,997552,4.0
thur_schoenenberg_schaera,undefined,0.4368361755500479,5845672,2553601,9.0
thur_schoenenberg_schaera,infrastructure,0.0108223656749814,5845672,63264,1.0
thur_schoenenberg_schaera,recreation,0.0032991929755894,5845672,19286,1.0
thur_schoenenberg_schaera,Strasse,0.2892540501443755,0,61193,6.0
thur_schoenenberg_schaera,dist,0.0,0,0,0.0
thur_schoenenberg_schaera,length,0.455724807499163,0,5460,10.0
thur_schoenenberg_schaera,Stadtzentr,0.0,0,0,0.0
thur_schoenenberg_schaera,Reben,0.0,0,0,0.0
thur_schwarzenbach_meiliw,Obstanlage,0.0133621934313112,5845672,78111,1.0
thur_schwarzenbach_meiliw,Siedl,0.3619417921498161,5845672,2115793,8.0
thur_schwarzenbach_meiliw,Wald,0.1011620220908733,5845672,591360,3.0
thur_schwarzenbach_meiliw,undefined,0.5235339923279992,5845672,3060408,11.0
thur_schwarzenbach_meiliw,infrastructure,0.020861245721621,5845672,121948,1.0
thur_schwarzenbach_meiliw,Strasse,0.3296170515740045,0,68336,7.0
thur_schwarzenbach_meiliw,dist,0.0,0,0,0.0
thur_schwarzenbach_meiliw,length,0.4582356879812521,0,5490,10.0
thur_schwarzenbach_meiliw,Stadtzentr,0.0,0,0,0.0
thur_schwarzenbach_meiliw,Reben,0.0,0,0,0.0
thur_schwarzenbach_meiliw,recreation,0.0,0,0,0.0
toss_bauma_kurthe,Siedl,0.2273622262761236,5845672,1329085,5.0
toss_bauma_kurthe,Wald,0.3839076157540143,5845672,2244198,8.0
toss_bauma_kurthe,undefined,0.3887301579698621,5845672,2272389,8.0
toss_bauma_kurthe,infrastructure,0.0086561476593281,5845672,50601,1.0
toss_bauma_kurthe,Strasse,0.3558815385745526,0,72984,8.0
toss_bauma_kurthe,dist,0.0,0,0,0.0
toss_bauma_kurthe,length,0.3880984265148979,0,4652,8.0
toss_bauma_kurthe,Stadtzentr,0.0,0,0,0.0
toss_bauma_kurthe,Reben,0.0,0,0,0.0
toss_bauma_kurthe,Obstanlage,0.0,0,0,0.0
toss_bauma_kurthe,recreation,0.0,0,0,0.0
toss_kollbrunn_burgid,Siedl,0.2205510333114824,5845672,1289269,5.0
toss_kollbrunn_burgid,Wald,0.4582621125509608,5845672,2678850,10.0
toss_kollbrunn_burgid,undefined,0.3143214330191636,5845672,1837420,7.0
toss_kollbrunn_burgid,infrastructure,0.0036326020344624,5845672,21235,1.0
toss_kollbrunn_burgid,Strasse,0.4171860608355136,0,83833,9.0
toss_kollbrunn_burgid,dist,0.0,0,0,0.0
toss_kollbrunn_burgid,length,0.4948945430197523,0,5928,10.0
toss_kollbrunn_burgid,Stadtzentr,0.0,0,0,0.0
toss_kollbrunn_burgid,Reben,0.0,0,0,0.0
toss_kollbrunn_burgid,Obstanlage,0.0,0,0,0.0
toss_kollbrunn_burgid,recreation,0.0,0,0,0.0
toss_winterthur-2,Siedl,0.3424454878754743,5845672,2001824,7.0
toss_winterthur-2,Wald,0.5355095188371841,5845672,3130413,11.0
toss_winterthur-2,undefined,0.1220449932873414,5845672,713435,3.0
toss_winterthur-2,infrastructure,0.023572482342492,5845672,137797,1.0
toss_winterthur-2,recreation,0.0209736365639399,5845672,122605,1.0
toss_winterthur-2,Strasse,0.4918262520554447,0,97042,10.0
toss_winterthur-2,dist,0.0,0,0,0.0
toss_winterthur-2,length,0.5237696685637764,0,6273,11.0
toss_winterthur-2,Stadtzentr,0.0,0,0,0.0
toss_winterthur-2,Reben,0.0,0,0,0.0
toss_winterthur-2,Obstanlage,0.0,0,0,0.0
tschilljus,Reben,0.2627040997168503,5845672,1535682,6.0
tschilljus,Siedl,0.1404295348764008,5845672,820905,3.0
tschilljus,Wald,0.4373644296156199,5845672,2556689,9.0
tschilljus,undefined,0.1258240284436075,5845672,735526,3.0
tschilljus,infrastructure,0.0040306743176832,5845672,23562,1.0
tschilljus,recreation,0.0214618610144394,5845672,125459,1.0
tschilljus,Strasse,0.3352621080528228,0,69335,7.0
tschilljus,dist,0.0,0,0,0.0
tschilljus,length,0.4629226648811516,0,5546,10.0
tschilljus,Stadtzentr,0.0,0,0,0.0
tschilljus,Obstanlage,0.0,0,0,0.0
urnaesch_urnaesch_meierr,Siedl,0.0698927343169442,5845672,408570,2.0
urnaesch_urnaesch_meierr,Wald,0.2016601341984292,5845672,1178839,5.0
urnaesch_urnaesch_meierr,undefined,0.7284471314846266,5845672,4258263,15.0
urnaesch_urnaesch_meierr,infrastructure,0.0015047029665708,5845672,8796,1.0
urnaesch_urnaesch_meierr,Strasse,0.1994925664946968,0,45308,4.0
urnaesch_urnaesch_meierr,dist,0.0,0,0,0.0
urnaesch_urnaesch_meierr,length,0.5004184800803482,0,5994,11.0
urnaesch_urnaesch_meierr,Stadtzentr,0.0,0,0,0.0
urnaesch_urnaesch_meierr,Reben,0.0,0,0,0.0
urnaesch_urnaesch_meierr,Obstanlage,0.0,0,0,0.0
urnaesch_urnaesch_meierr,recreation,0.0,0,0,0.0
versoix,Obstanlage,0.0041470193173946,3006979,12470,1.0
versoix,Siedl,0.8440364897792768,3006979,2538000,17.0
versoix,Wald,0.0337621247105483,3006979,101522,1.0
versoix,undefined,0.1180543661927802,3006979,354987,3.0
versoix,infrastructure,0.0694600793686952,3006979,208865,2.0
versoix,recreation,0.0136871591055341,3006979,41157,1.0
versoix,Strasse,0.2777096553633687,0,59150,6.0
versoix,dist,0.0,0,0,0.0
versoix,Stadtzentr,0.0,0,0,0.0
versoix,Reben,0.0,0,0,0.0
versoix,length,0.0,0,0,0.0
via-brunari-spiaggia,Reben,0.0031017819679243,5845672,18132,1.0
via-brunari-spiaggia,Siedl,0.4681567833433008,5845672,2736691,10.0
via-brunari-spiaggia,Wald,0.3522113454193119,5845672,2058912,8.0
via-brunari-spiaggia,undefined,0.1765300892694629,5845672,1031937,4.0
via-brunari-spiaggia,infrastructure,0.0257475958281614,5845672,150512,1.0
via-brunari-spiaggia,recreation,0.0280347580226875,5845672,163882,1.0
via-brunari-spiaggia,Strasse,0.5023478688357847,0,98904,11.0
via-brunari-spiaggia,dist,0.0,0,0,0.0
via-brunari-spiaggia,length,0.5174924673585537,0,6198,11.0
via-brunari-spiaggia,Stadtzentr,0.0,0,0,0.0
via-brunari-spiaggia,Obstanlage,0.0,0,0,0.0
via-mirasole-spiaggia,Reben,0.0128137534914719,5845672,74905,1.0
via-mirasole-spiaggia,Siedl,0.5244018138547629,5845672,3065481,11.0
via-mirasole-spiaggia,Wald,0.3076183542285643,5845672,1798236,7.0
via-mirasole-spiaggia,undefined,0.1551660784252007,5845672,907050,4.0
via-mirasole-spiaggia,infrastructure,0.0279119321097728,5845672,163164,1.0
via-mirasole-spiaggia,recreation,0.0283269399993704,5845672,165590,1.0
via-mirasole-spiaggia,Strasse,0.5165650481157716,0,101420,11.0
via-mirasole-spiaggia,dist,0.0,0,0,0.0
via-mirasole-spiaggia,length,0.5713927017073988,0,6842,12.0
via-mirasole-spiaggia,Stadtzentr,0.0,0,0,0.0
via-mirasole-spiaggia,Obstanlage,0.0,0,0,0.0
vierwaldstattersee_weggis_schoberls_1,Obstanlage,0.0811748445099852,3362113,272919,2.0
vierwaldstattersee_weggis_schoberls_1,Siedl,0.1813219841212951,3362113,609625,4.0
vierwaldstattersee_weggis_schoberls_1,Wald,0.0612656386028667,3362113,205982,2.0
vierwaldstattersee_weggis_schoberls_1,undefined,0.6762375327658529,3362113,2273587,14.0
vierwaldstattersee_weggis_schoberls_1,infrastructure,0.0028865775778505,3362113,9705,1.0
vierwaldstattersee_weggis_schoberls_1,recreation,0.0074658406781687,3362113,25101,1.0
vierwaldstattersee_weggis_schoberls_1,Strasse,0.1557673942893953,0,37570,4.0
vierwaldstattersee_weggis_schoberls_1,dist,0.0,0,0,0.0
vierwaldstattersee_weggis_schoberls_1,Stadtzentr,0.0,0,0,0.0
vierwaldstattersee_weggis_schoberls_1,Reben,0.0,0,0,0.0
vierwaldstattersee_weggis_schoberls_1,length,0.0,0,0,0.0
vierwaldstattersee_weggis_schoberls_2,Obstanlage,0.0831853028599853,3280856,272919,2.0
vierwaldstattersee_weggis_schoberls_2,Siedl,0.171912452116155,3280856,564020,4.0
vierwaldstattersee_weggis_schoberls_2,Wald,0.0699219959669062,3280856,229404,2.0
vierwaldstattersee_weggis_schoberls_2,undefined,0.6749802490569534,3280856,2214513,14.0
vierwaldstattersee_weggis_schoberls_2,infrastructure,0.0029580694794285,3280856,9705,1.0
vierwaldstattersee_weggis_schoberls_2,recreation,0.0076507472440119,3280856,25101,1.0
vierwaldstattersee_weggis_schoberls_2,Strasse,0.1510716566178257,0,36739,4.0
vierwaldstattersee_weggis_schoberls_2,dist,0.0,0,0,0.0
vierwaldstattersee_weggis_schoberls_2,Stadtzentr,0.0,0,0,0.0
vierwaldstattersee_weggis_schoberls_2,Reben,0.0,0,0,0.0
vierwaldstattersee_weggis_schoberls_2,length,0.0,0,0,0.0
vierwaldstattersee_weggis_schoberls_3,Siedl,0.3698381379953289,2653742,981455,8.0
vierwaldstattersee_weggis_schoberls_3,Wald,0.0900543459009956,2653742,238981,2.0
vierwaldstattersee_weggis_schoberls_3,undefined,0.5401075161036755,2653742,1433306,11.0
vierwaldstattersee_weggis_schoberls_3,infrastructure,0.0033997276298901,2653742,9022,1.0
vierwaldstattersee_weggis_schoberls_3,recreation,0.0184090993020421,2653742,48853,1.0
vierwaldstattersee_weggis_schoberls_3,Strasse,0.1351649158892235,0,33924,3.0
vierwaldstattersee_weggis_schoberls_3,dist,0.0,0,0,0.0
vierwaldstattersee_weggis_schoberls_3,Stadtzentr,0.0,0,0,0.0
vierwaldstattersee_weggis_schoberls_3,Reben,0.0,0,0,0.0
vierwaldstattersee_weggis_schoberls_3,Obstanlage,0.0,0,0,0.0
vierwaldstattersee_weggis_schoberls_3,length,0.0,0,0,0.0
villa-barton,Siedl,0.9996728455820536,2827411,2826486,20.0
villa-barton,undefined,0.0003271544179463,2827411,925,1.0
villa-barton,infrastructure,0.245512590847245,2827411,694165,5.0
villa-barton,recreation,0.0060001888653612,2827411,16965,1.0
villa-barton,Strasse,0.3624872152749916,0,74153,8.0
villa-barton,dist,0.0,0,0,0.0
villa-barton,Wald,0.0,0,0,0.0
villa-barton,Stadtzentr,0.0,0,0,0.0
villa-barton,Reben,0.0,0,0,0.0
villa-barton,Obstanlage,0.0,0,0,0.0
villa-barton,length,0.0,0,0,0.0
vorderrhein_disentis_schmidn,Siedl,0.1919512418760409,5845672,1122084,4.0
vorderrhein_disentis_schmidn,Wald,0.4470640843345299,5845672,2613390,9.0
vorderrhein_disentis_schmidn,undefined,0.3265196884122133,5845672,1908727,7.0
vorderrhein_disentis_schmidn,infrastructure,0.0189506014021997,5845672,110779,1.0
vorderrhein_disentis_schmidn,recreation,0.0120360841319868,5845672,70359,1.0
vorderrhein_disentis_schmidn,Strasse,0.2556492945092078,0,55246,6.0
vorderrhein_disentis_schmidn,dist,0.0,0,0,0.0
vorderrhein_disentis_schmidn,length,0.629142952795447,0,7532,13.0
vorderrhein_disentis_schmidn,Stadtzentr,0.0,0,0,0.0
vorderrhein_disentis_schmidn,Reben,0.0,0,0,0.0
vorderrhein_disentis_schmidn,Obstanlage,0.0,0,0,0.0
zuerichsee_maennedorf_vanderkaadene,Siedl,0.8985386838112465,3276293,2943876,18.0
zuerichsee_maennedorf_vanderkaadene,Wald,5.890804027600706e-05,3276293,193,1.0
zuerichsee_maennedorf_vanderkaadene,undefined,0.1014024081484775,3276293,332224,3.0
zuerichsee_maennedorf_vanderkaadene,infrastructure,0.0491747838181749,3276293,161111,1.0
zuerichsee_maennedorf_vanderkaadene,recreation,0.0015831917352935,3276293,5187,1.0
zuerichsee_maennedorf_vanderkaadene,Strasse,0.3455294430097926,0,71152,7.0
zuerichsee_maennedorf_vanderkaadene,dist,0.0,0,0,0.0
zuerichsee_maennedorf_vanderkaadene,length,0.089219953130231,0,1081,2.0
zuerichsee_maennedorf_vanderkaadene,Stadtzentr,0.0,0,0,0.0
zuerichsee_maennedorf_vanderkaadene,Reben,0.0,0,0,0.0
zuerichsee_maennedorf_vanderkaadene,Obstanlage,0.0,0,0,0.0
zugersee_immensee_guedesd,Obstanlage,0.0600619190176019,2542676,152718,2.0
zugersee_immensee_guedesd,Siedl,0.0604827355117207,2542676,153788,2.0
zugersee_immensee_guedesd,Wald,0.6412728165129965,2542676,1630549,13.0
zugersee_immensee_guedesd,undefined,0.2381825289576808,2542676,605621,5.0
zugersee_immensee_guedesd,infrastructure,0.0005962222477421,2542676,1516,1.0
zugersee_immensee_guedesd,recreation,0.0010630532557038,2542676,2703,1.0
zugersee_immensee_guedesd,Strasse,0.0858963999344517,0,25205,2.0
zugersee_immensee_guedesd,dist,0.0,0,0,0.0
zugersee_immensee_guedesd,Stadtzentr,0.0,0,0,0.0
zugersee_immensee_guedesd,Reben,0.0,0,0,0.0
zugersee_immensee_guedesd,length,0.0,0,0,0.0
zulg_steffisburg_schmassmanne,Siedl,0.8124961509985508,5845672,4749586,17.0
zulg_steffisburg_schmassmanne,Wald,0.0453958073597013,5845672,265369,1.0
zulg_steffisburg_schmassmanne,undefined,0.1421080416417479,5845672,830717,3.0
zulg_steffisburg_schmassmanne,infrastructure,0.0298023905549267,5845672,174215,1.0
zulg_steffisburg_schmassmanne,Strasse,0.5516107340833706,0,107622,12.0
zulg_steffisburg_schmassmanne,dist,0.0,0,0,0.0
zulg_steffisburg_schmassmanne,length,0.3742048878473384,0,4486,8.0
zulg_steffisburg_schmassmanne,Stadtzentr,0.0,0,0,0.0
zulg_steffisburg_schmassmanne,Reben,0.0,0,0,0.0
zulg_steffisburg_schmassmanne,Obstanlage,0.0,0,0,0.0
zulg_steffisburg_schmassmanne,recreation,0.0,0,0,0.0
clarens,infrastructure,0.0763299244091691,2646485,202006,2.0
clarens,recreation,0.0077068262242181,2646485,20396,1.0
clarens,Reben,0.0281800199132056,2646485,74578,1.0
clarens,Siedl,0.9715014443686626,2646485,2571064,20.0
clarens,undefined,0.0003185357181317,2646485,843,1.0
clarens,Strasse,0.2157553017760172,0,48186,5.0
clarens,dist,0.0,0,0,0.0
clarens,Wald,0.0,0,0,0.0
clarens,Stadtzentr,0.0,0,0,0.0
clarens,Obstanlage,0.0,0,0,0.0
clarens,length,0.0,0,0,0.0
cully-p,infrastructure,0.009697582144047,3631730,35219,1.0
cully-p,recreation,0.0039050259793541,3631730,14182,1.0
cully-p,Obstanlage,0.0040352669388968,3631730,14655,1.0
cully-p,Reben,0.5264972891707258,3631730,1912096,11.0
cully-p,Siedl,0.2234169390345648,3631730,811390,5.0
cully-p,Wald,0.0548925718596922,3631730,199355,2.0
cully-p,undefined,0.1911579329961203,3631730,694234,4.0
cully-p,Strasse,0.2822980295984042,0,59962,6.0
cully-p,dist,0.0,0,0,0.0
cully-p,Stadtzentr,0.0,0,0,0.0
cully-p,length,0.0,0,0,0.0
hermance,infrastructure,0.0019826376402561,3851435,7636,1.0
hermance,recreation,0.0029934297216492,3851435,11529,1.0
hermance,Reben,0.0210100910439875,3851435,80919,1.0
hermance,Siedl,0.1456257213220526,3851435,560868,3.0
hermance,undefined,0.8333641876339598,3851435,3209648,17.0
hermance,Strasse,0.2502189649034577,0,54285,6.0
hermance,dist,0.0,0,0,0.0
hermance,Wald,0.0,0,0,0.0
hermance,Stadtzentr,0.0,0,0,0.0
hermance,Obstanlage,0.0,0,0,0.0
hermance,length,0.0,0,0,0.0
port-choiseul,infrastructure,0.0693464997556363,3011904,208865,2.0
port-choiseul,recreation,0.0138580114107222,3011904,41739,1.0
port-choiseul,Obstanlage,0.0025117002401138,3011904,7565,1.0
port-choiseul,Siedl,0.8384662990586685,3011904,2525380,17.0
port-choiseul,Wald,0.0367916772911752,3011904,110813,1.0
port-choiseul,undefined,0.1222303234100422,3011904,368146,3.0
port-choiseul,Strasse,0.2133876554650814,0,47767,5.0
port-choiseul,dist,0.0,0,0,0.0
port-choiseul,Stadtzentr,0.0,0,0,0.0
port-choiseul,Reben,0.0,0,0,0.0
port-choiseul,length,0.0,0,0,0.0
savoniere,infrastructure,0.0322229745380681,2244920,72338,1.0
savoniere,recreation,0.0114592056732533,2244920,25725,1.0
savoniere,Reben,0.0875184861821356,2244920,196472,2.0
savoniere,Siedl,0.8763376868663472,2244920,1967308,18.0
savoniere,undefined,0.0361438269515172,2244920,81140,1.0
savoniere,Strasse,0.032723245314151,0,15795,1.0
savoniere,dist,0.0,0,0,0.0
savoniere,Wald,0.0,0,0,0.0
savoniere,Stadtzentr,0.0,0,0,0.0
savoniere,Obstanlage,0.0,0,0,0.0
savoniere,length,0.0,0,0,0.0
vidy-p,infrastructure,0.1755204745317589,3091890,542690,4.0
vidy-p,recreation,0.0997519316663917,3091890,308422,2.0
vidy-p,Siedl,0.99989035832452,3091890,3091551,20.0
vidy-p,undefined,0.00010964167548,3091890,339,1.0
vidy-p,Strasse,0.1197158824426877,0,31190,3.0
vidy-p,dist,0.0,0,0,0.0
vidy-p,Wald,0.0,0,0,0.0
